shutdown_id;house_uuids
1926;ebde9df7-e1e2-43e3-b992-78364a02e6cd, 5277ec7a-b30b-4ab1-a472-f5379e145a90, ce2c0b8d-a089-4fa9-baf9-7eea0c36e0f7, 77f4616a-df35-4548-b302-a9e36bcf0c1b, 3c1513d7-5cd9-4a43-ac81-3d80ada04136, e7a90249-e6b1-45d6-a4cb-a77273291c0c, 5ed71599-f27c-4350-855e-207a9e0258f1, 78432942-32e9-42c1-aa56-64b7f84353de, fd660b7c-a4a3-4a92-8c3c-6565889a54ad, 289420a6-aa5d-4d7c-9a16-7a923963cb74, b527a9f6-a25d-46dc-ac08-20ca61a89f79, dbdb5584-00c5-4c35-a770-62bcf3ef1672, e5231a25-5957-4efd-9f2b-2455d9786009, 5ea25cf1-f4b7-4212-adfb-f746d5b23c3f, 4c5d45bf-7bac-4c56-98fe-4f0f488eade7, 5251de19-d13b-43c3-9976-fd59d80472be, ec254b28-cafd-48fc-a6a0-6ea1e291338d, c3756b02-35d5-494c-a666-0cc273293df6, 269073be-55a7-440e-90fe-169f5b05e569, 7a6ef012-a986-4a02-8e8f-256b67fce86d, 7752b3b7-d5d8-4472-a5c8-c623eb966eae, 14f9dcb5-f29f-4f19-baa6-16e9b086e14b, 45cca757-3dfe-40ef-ac96-4be49b482cea, 76477003-5597-4cb2-8aed-0532a34c15dc, 12637a6f-0c1e-4887-b490-8194cb267ff6, 116c8473-c97e-48f4-91b4-83bb3c81b5dc, 5fcc8c64-c27d-424c-ad4b-b07111343a88, 416e9cd9-39b4-43d6-819a-d31917003f98
1927;ebde9df7-e1e2-43e3-b992-78364a02e6cd, 5277ec7a-b30b-4ab1-a472-f5379e145a90, ce2c0b8d-a089-4fa9-baf9-7eea0c36e0f7, 77f4616a-df35-4548-b302-a9e36bcf0c1b, 3c1513d7-5cd9-4a43-ac81-3d80ada04136, e7a90249-e6b1-45d6-a4cb-a77273291c0c, 5ed71599-f27c-4350-855e-207a9e0258f1, 78432942-32e9-42c1-aa56-64b7f84353de, fd660b7c-a4a3-4a92-8c3c-6565889a54ad, 289420a6-aa5d-4d7c-9a16-7a923963cb74, b527a9f6-a25d-46dc-ac08-20ca61a89f79, dbdb5584-00c5-4c35-a770-62bcf3ef1672, e5231a25-5957-4efd-9f2b-2455d9786009, 5ea25cf1-f4b7-4212-adfb-f746d5b23c3f, 4c5d45bf-7bac-4c56-98fe-4f0f488eade7, 5251de19-d13b-43c3-9976-fd59d80472be, ec254b28-cafd-48fc-a6a0-6ea1e291338d, c3756b02-35d5-494c-a666-0cc273293df6, 269073be-55a7-440e-90fe-169f5b05e569, 7a6ef012-a986-4a02-8e8f-256b67fce86d, 7752b3b7-d5d8-4472-a5c8-c623eb966eae, 14f9dcb5-f29f-4f19-baa6-16e9b086e14b, 45cca757-3dfe-40ef-ac96-4be49b482cea, 76477003-5597-4cb2-8aed-0532a34c15dc, 12637a6f-0c1e-4887-b490-8194cb267ff6, 116c8473-c97e-48f4-91b4-83bb3c81b5dc, 5fcc8c64-c27d-424c-ad4b-b07111343a88, 416e9cd9-39b4-43d6-819a-d31917003f98
1928;ebde9df7-e1e2-43e3-b992-78364a02e6cd, 5277ec7a-b30b-4ab1-a472-f5379e145a90, ce2c0b8d-a089-4fa9-baf9-7eea0c36e0f7, 77f4616a-df35-4548-b302-a9e36bcf0c1b, 3c1513d7-5cd9-4a43-ac81-3d80ada04136, e7a90249-e6b1-45d6-a4cb-a77273291c0c, 5ed71599-f27c-4350-855e-207a9e0258f1, 78432942-32e9-42c1-aa56-64b7f84353de, fd660b7c-a4a3-4a92-8c3c-6565889a54ad, 289420a6-aa5d-4d7c-9a16-7a923963cb74, b527a9f6-a25d-46dc-ac08-20ca61a89f79, dbdb5584-00c5-4c35-a770-62bcf3ef1672, e5231a25-5957-4efd-9f2b-2455d9786009, 5ea25cf1-f4b7-4212-adfb-f746d5b23c3f, 4c5d45bf-7bac-4c56-98fe-4f0f488eade7, 5251de19-d13b-43c3-9976-fd59d80472be, ec254b28-cafd-48fc-a6a0-6ea1e291338d, c3756b02-35d5-494c-a666-0cc273293df6, 269073be-55a7-440e-90fe-169f5b05e569, 7a6ef012-a986-4a02-8e8f-256b67fce86d, 7752b3b7-d5d8-4472-a5c8-c623eb966eae, 14f9dcb5-f29f-4f19-baa6-16e9b086e14b, 45cca757-3dfe-40ef-ac96-4be49b482cea, 76477003-5597-4cb2-8aed-0532a34c15dc, 12637a6f-0c1e-4887-b490-8194cb267ff6, 116c8473-c97e-48f4-91b4-83bb3c81b5dc, 5fcc8c64-c27d-424c-ad4b-b07111343a88, 416e9cd9-39b4-43d6-819a-d31917003f98
1929;ebde9df7-e1e2-43e3-b992-78364a02e6cd, 5277ec7a-b30b-4ab1-a472-f5379e145a90, ce2c0b8d-a089-4fa9-baf9-7eea0c36e0f7, 77f4616a-df35-4548-b302-a9e36bcf0c1b, 3c1513d7-5cd9-4a43-ac81-3d80ada04136, e7a90249-e6b1-45d6-a4cb-a77273291c0c, 5ed71599-f27c-4350-855e-207a9e0258f1, 78432942-32e9-42c1-aa56-64b7f84353de, fd660b7c-a4a3-4a92-8c3c-6565889a54ad, 289420a6-aa5d-4d7c-9a16-7a923963cb74, b527a9f6-a25d-46dc-ac08-20ca61a89f79, dbdb5584-00c5-4c35-a770-62bcf3ef1672, e5231a25-5957-4efd-9f2b-2455d9786009, 5ea25cf1-f4b7-4212-adfb-f746d5b23c3f, 4c5d45bf-7bac-4c56-98fe-4f0f488eade7, 5251de19-d13b-43c3-9976-fd59d80472be, ec254b28-cafd-48fc-a6a0-6ea1e291338d, c3756b02-35d5-494c-a666-0cc273293df6, 269073be-55a7-440e-90fe-169f5b05e569, 7a6ef012-a986-4a02-8e8f-256b67fce86d, 7752b3b7-d5d8-4472-a5c8-c623eb966eae, 14f9dcb5-f29f-4f19-baa6-16e9b086e14b, 45cca757-3dfe-40ef-ac96-4be49b482cea, 76477003-5597-4cb2-8aed-0532a34c15dc, 12637a6f-0c1e-4887-b490-8194cb267ff6, 116c8473-c97e-48f4-91b4-83bb3c81b5dc, 5fcc8c64-c27d-424c-ad4b-b07111343a88, 416e9cd9-39b4-43d6-819a-d31917003f98
1930;9fcbb98c-bb7b-46ba-89a2-361f7f8e6389, 1f636747-85e8-473b-b73f-e3585d26e239, 75805e68-6d7c-404d-af88-699642de7a54
1931;9fcbb98c-bb7b-46ba-89a2-361f7f8e6389
1932;4723b2da-96f7-4842-9b0f-64ea52e59000
1933;4fc61123-5700-4472-b813-0b3e4453a3a4, 56ed5e85-0cfb-4ffe-9b24-d7956a3c48cc
1934;
1935;
1936;5b21857c-1733-4704-a43c-d8a898f63fad, a2a70e3a-3a7f-47d0-b4cc-633ab0f70ff7, 0a26efa4-eca4-4045-b4c3-cb187b6ab27c, eb1b20fa-f707-436a-8832-8e611e8febc8, 05d3b5d8-c417-4e5a-b502-a2f9bcd72581, 436d743d-5ff5-40bd-bed5-d452c54f6a5f, b0851782-a788-442a-b9a7-f0377c0e0fb5, 9d771882-e637-4e1b-afac-96288db0cc1a, 50f054ec-db69-4b04-bce9-3651fdeb336f, 404f1e8c-0f18-4fc5-a4c1-2a9680916e8a, 432213f7-e3bc-4272-85dc-775e1778ede5, 1e206ded-0181-489e-87a1-4f83ae3174c2, c21f7830-ee42-4c28-9e0f-ddb815bed704, 22ac3185-99e8-4048-826f-89b47f974715, 77a78601-49ee-4cff-90f2-98a81c61e9a6, 69d92c6e-6130-4b26-8c73-2580ffbdbbd2, e44623a0-d9b4-439b-aade-9d450793d27e, 5e4c6cde-426e-4edd-a4f0-0442b4096d54, d9b74222-1317-49f0-98c2-fbaa2c87ef4d, 7a8e5fe7-5550-4cff-ab73-fad33e2e5196, 68a61b0d-de1e-41b2-8d97-aadc5a4021d6, ecb6a8da-0f97-4d6a-a01d-f07f09d9304d
1937;eda9ca5a-e629-4e19-ba15-bd6f612b7a86, 9e862ebb-2c7d-4f20-ae7c-cf0fb8469115, b781a82d-1e09-4281-84fc-9f2ab95789d8, a557777b-f851-4157-8515-20b2ea851129, 37f67996-2da2-43ca-b8bd-d7ec86de87e1, fc4d4120-b60d-4da3-8bbb-27314a00ecb4, 9b40c0b3-54dd-4ec9-8ce4-788712041d6d, ed5218a1-5c12-4c84-9f83-4a8bf754257e, 070de1b8-b04b-460a-b388-3b396cffd6ae, c91663e8-b877-4e3d-a463-2a720dbc25b4, 39a64ec9-e7cf-47bd-be73-5a34a91ec0b1, 339d1ef1-826f-4678-b034-8e40aea3f30d, ec9343cd-aa18-4563-b221-b149bce3216b, 18711c6b-bdd1-4f7c-82e6-6eee78d70fee, 4bb281d8-ecf6-4a98-9886-c80893fa9e81, ac081d54-c5f0-4b57-9a4b-dd57bc4342ef, e444d3de-bd34-4492-843d-8485b2604f70, 1bfe8c41-7b8b-4d41-adbe-2d0f410e8763
1938;37a0434e-122f-4db6-a25c-40ebde7ec87b, b7e6589e-4a9e-4068-9fc2-a57c3b993b5d, efbe1c0d-fe68-47f1-8a56-d8c3aeb09829, 6d9c6f21-26a1-4754-bb8d-e69945ba7a54, d2b2488f-3abc-4a19-8b0c-eefddd330e84, a80ce2f6-b15f-4263-b3c1-f7fad868839d, 311c3a4f-bb7d-4c09-ab43-50cf211be214, 78b00549-5e8f-41f3-96bc-63a8aea7ff87, d5a730e5-ef84-4eae-9dd4-0f4a1fb373de, 1187671e-3d10-4c0f-842b-05dc4d1575f2, 3a99c153-b2a9-47f9-8c03-b0a161047f09, de66413e-b0ce-43e9-949a-73b9cf4b141c, 673304ff-0e69-41bd-8ff8-f0eb47bf63aa, d604641f-24b5-4033-aa33-0737bd1b1cd3
1939;7562a2d1-3799-4a1c-819d-9cd07fb63011, 7562a2d1-3799-4a1c-819d-9cd07fb63011, 4ef31f78-5d59-44e1-91a8-60acd58a6b35
1940;4bebc7db-3a0e-4737-890a-3716f23fc2fc, 3afb93f4-cc58-44e9-ac5d-990480b17077, 5f00a563-8a8e-4050-935d-16b5dd2dd913, c5b56ed0-287e-48b1-85ed-189fd58971cf
1941;06f365ad-04b4-4c32-8135-542c36b7c47c, 838f4dbb-d0a4-4a10-9d3a-a36ec384cf76, 8e6582d9-ad56-4260-aa5a-9d0b5f4823f6, 425562d3-42c8-4bdd-9bfb-d76ad895de8a, 6950fec3-a2f0-4575-b834-009b31ab8005, 1090ecd1-5ddc-4c8a-a179-403077427ce5, b9e66f71-8640-46c4-81f5-e84af42262b1, 9f8a0704-fe87-4601-8676-be8d839004fb, e23172db-0b45-4db1-bc5e-9d1c76f23aaf, a7e9c5ff-6795-40fa-adb0-f7aea525e8c8, 6dfd224d-c977-4b1b-b728-bfcaa6d5f35f, f61a6588-684d-4ea7-86d0-5444fa6be281, fc50969b-7944-46e5-9442-717cd4a3de95, dc5d3998-75c2-48ca-90cd-7900b52eeb98
1942;f15cff74-b422-4f13-a190-97c31f61a8b1, 284015df-4332-459c-ab18-c860cfb58429, 98ada417-ed9e-4bc3-9210-c852d02eb2be, 45a6b551-3c03-4ed1-b4a6-4d9afc1fcff3, 3d4b25c7-81a9-4f00-babe-b479cebece3a, 3651c471-0fd6-4802-a8b9-6368d099f41b, 9f76af1f-50ce-4216-984d-04a231c58012, 60c3c363-2c16-4a4f-af84-36afd43d4e7a, fd6ac68a-4411-4b20-bb75-c08ee7d9914c, be68e446-5d4c-4115-b610-a7f170586c41, 44a5c14f-9677-4598-9ac3-8e9c69415b49, 605e5b85-2ce2-49ce-aa78-f0737426a7bb, 93305333-e52e-41da-8909-ee510e4a0531, 415285dc-d22a-473b-8133-ce1f02d24c6a, 676ed5e5-5658-42ad-b353-c89a620cc855
1943;de885ef0-1e99-4d4d-82cb-75297b304142, 6cc7b1d9-6a5b-447a-89b8-07502634d419
